Date,Close,Return,Rolling_GARCH_Vol,RiskMetrics_Vol,VIX_Daily,RSI
1996-01-09,609.4500122070312,-1.4675621542775419,,,0.9581399414814243,
1996-01-10,598.47998046875,-1.8163856202040511,,1.4675621542775419,1.0331028688615538,
1996-01-11,602.6900024414062,0.7009897470153215,,1.490795009162802,0.9253829916508906,
1996-01-12,601.8099975585938,-0.1461195582211414,,1.4555427754996664,0.8964057129838163,
1996-01-15,599.8200073242188,-0.3312154399493833,,1.4116548942813183,0.9442812273165189,
1996-01-16,608.4400024414062,1.426868603827035,,1.3710527299032478,0.8875865803954689,
1996-01-17,606.3699951171875,-0.34079556997860416,,1.374465602930782,0.8976656233969146,
1996-01-18,608.239990234375,0.3079172108312443,,1.3352059201683115,0.8554595857714841,
1996-01-19,611.8300170898438,0.5884969214859646,,1.2967255449095318,0.8000247891876973,
1996-01-22,613.4000244140625,0.25627974018654404,,1.2654592162877374,0.8403410212693154,
1996-01-23,612.7899780273438,-0.09950275827351797,,1.2285131520322137,0.8541997354342209,
1996-01-24,619.9600219726562,1.1632731372278504,,1.1913370382756507,0.7899457461862515,
1996-01-25,617.030029296875,-0.47373027007868546,,1.1896718732277025,0.8151433536898659,
1996-01-26,621.6199951171875,0.7411273142910609,,1.159252016655349,0.7559289460184544,0.5258431874396254
1996-01-29,624.219970703125,0.41738576892709184,,1.1385031864652908,0.7678977945637125,0.6359004200278019
1996-01-30,630.1500244140625,0.9455101624457065,,1.1085444456864575,0.7823864639351671,0.8247479018105486
1996-01-31,636.02001953125,0.927211506836138,,1.099444363674599,0.7893157909797023,0.8296032271057493
1996-02-01,638.4600219726562,0.38290210016643106,,1.0898782064944015,0.7968750732307867,0.8517957686983556
1996-02-02,635.8400268554688,-0.411205949712484,,1.0608304651501472,0.8334116341489451,0.8437630034478001
1996-02-05,641.4299926757812,0.8753045831763827,,1.033433606589206,0.8479003035203998,0.8328969606739588
1996-02-06,646.3300170898438,0.7610188273605749,,1.024634278596061,0.9190836198129044,0.8821153460640276
1996-02-07,649.9299926757812,0.5554417808488898,,1.0107580620096295,0.8888464307327321,0.8855089285243477
1996-02-08,656.0700073242188,0.9402848218602659,,0.9893658992694105,0.8749877766436616,0.8900090144890848
1996-02-09,656.3699951171875,0.04571451611274633,,0.986489899822693,0.9216033805632659,0.8873589800776875
1996-02-12,661.4500122070312,0.7709766470100767,,0.9565029911736089,0.9253829916508906,0.9059687596671887
1996-02-13,660.510009765625,-0.1422134685178386,,0.94639758728069,0.9411315113596084,0.8775749350403668
1996-02-14,655.5800170898438,-0.749191261188721,,0.9182275153009417,0.9820776986477756,0.8496783363010834
1996-02-15,651.3200073242188,-0.6519281925068309,,0.9089722308271521,1.0160944387397377,0.7720997113992344
1996-02-16,647.97998046875,-0.5141282604525849,,0.8956323506445653,0.9682189844828701,0.7153628500251047
1996-02-20,640.6500244140625,-1.1376477472832591,,0.8774323570290777,1.0583004763651682,0.5932040765446766
1996-02-21,648.0999755859375,1.156164369960717,,0.8951808937336785,0.91152433756182,0.6034455364672374
1996-02-22,658.8599853515625,1.6466078841211313,,0.9129462555799642,0.9171938142690921,0.6518271232454376
1996-02-23,659.0800170898438,0.03339025144057161,,0.9726981366723292,0.9310524683581626,0.6798492091925354
1996-02-26,650.4600219726562,-1.3165110437642267,,0.9431012987554135,1.0318429584484554,0.5670736847237078
1996-02-27,647.239990234375,-0.4962685237933032,,0.9695698715577383,1.0475914781571731,0.5069262150580811
1996-02-28,644.75,-0.38545086820482,,0.9478600838441393,1.0532609548644452,0.4599357808264748
1996-02-29,640.4299926757812,-0.6722830451104983,,0.9238218207751474,1.073419161019007,0.37586691974915654
1996-03-01,644.3699951171875,0.6133273396279159,,0.9106908480447538,1.0532609548644452,0.4103081872971825
1996-03-04,650.8099975585938,0.994464947261759,,0.8956375254542587,1.0501112989833696,0.4228481038271006
1996-03-05,655.7899780273438,0.762284505802489,,0.9018726153186258,1.0142046932717603,0.4677811181184183
1996-03-06,652.0,-0.5796020310617729,,0.8941120855201272,1.0431819118629995,0.47501927619899126
1996-03-07,653.6500244140625,0.2527515431574838,,0.8784227610037312,1.0387723455688258,0.5169066991513364
1996-03-08,633.5,-3.131207759703415,,0.8539098048275137,1.303977479942502,0.4142515283657485
1996-03-11,640.02001953125,1.023945662087681,,1.128574303960241,1.2220851053661672,0.4962345065900394
1996-03-12,637.0900268554688,-0.4588481352536007,,1.1225716213766819,1.2025569745698248,0.43072664770415536
1996-03-13,638.5499877929688,0.2288986795938678,,1.0941615598651775,1.14208259640948,0.35701701224604565
1996-03-14,640.8699951171875,0.36266587954889085,,1.0623096649624306,1.0664897738986368,0.37578887376250164
1996-03-15,641.4299926757812,0.08734268104582732,,1.0337713998885703,1.0419221216015713,0.4304442429926383
